0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,23,42,38,41,53,49,45,45,45,51,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,24,30,33,52,59,49,45,35,38,50,0,0
0,6,17,24,30,49,56,52,55,45,35,38,50,0,0
0,6,17,23,42,38,41,53,49,45,45,45,51,0,0
0,6,17,20,26,45,52,52,48,44,34,45,52,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,23,42,38,49,56,52,59,49,39,50,0,0
0,6,17,23,42,38,49,49,49,45,35,38,50,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,24,30,49,56,52,52,42,38,38,50,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,20,20,39,42,53,49,39,35,38,50,0,0
0,6,17,24,30,49,56,52,48,44,55,45,56,0,0
0,6,17,20,26,45,52,52,52,42,38,38,50,0,0
0,6,17,24,30,49,56,52,52,42,38,45,55,0,0
0,6,13,20,27,38,47,43,49,68,0,0,0,0,0
0,6,17,20,20,39,50,56,67,57,47,37,48,0,0
0,6,17,24,30,49,56,52,52,42,38,38,50,0,0
0,6,17,24,30,33,52,59,49,39,42,45,52,0,0
0,6,17,23,42,45,48,55,51,41,37,37,49,0,0
0,6,17,23,42,45,48,54,50,40,36,39,51,0,0
0,3,10,13,24,43,50,56,67,57,47,0,0,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
0,6,17,23,42,38,49,56,52,42,38,38,50,0,0
